from,till,country,province,locality,where,title,desc,result,link
1941-09-17,,estonia,,,,,Противник высадился на острове Сааремаа.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#17_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._88-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-17,,ukraine,kiev,kiev,,,"В 5 часов утра М. П. Кирпонос обратился в Москву за подтверждением решения главкома, так как связи со штабом С. К. Тимошенко он не имел. В 23 часов 40 минут вечера Б. М. Шапошников по поручению Ставки ответил, что Верховное Главнокомандование разрешает оставить Киев, но о выводе войск на реку Псел ничего не было сказано. Глубокой ночью М. П. Кирпонос отдал всем армиям фронта приказ с боем выходить из окружения.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#17_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._88-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-17,,ukraine,sumy,romny,,,2-й кавалерийский корпус перешёл в наступление на Ромны для оказания помощи войскам Юго-Западного фронта в выходе из окружения.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#17_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._88-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-17,,russia,moscow,moscow,,,"ГКО принял постановление «О всеобщем обязательном обучении военному делу граждан СССР», которое вводилось с 1 октября 1941 для граждан мужского пола в возрасте от 16 до 50 лет.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#17_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._88-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-17,,germany,,berlin,,Франц Гальдер,Потери немецкой армии с 22 июня по 16 сентября 1941 года составили 447 552 человек. Среднесуточные — 5144.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#17_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._88-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-17,,russia,moscow,moscow,,Совинформбюро,Удар по танковой группе Гудериана :: Ещё одна гитлеровская ложь,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#17_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._88-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-18,1944-01-24,russia,leningrad,pushkin,,Оккупация Пушкина,"Немцы уничтожают сооружения ансамбля, расхищают произведения искусства (в том числе убранство Янтарной комнаты Большого дворца). ",,http://gorod-pushkin.info/gorod-pushkin-v-gody-vojny
1941-09-18,,russia,moscow,moscow,,,"Приказом Народного комиссара обороны СССР 100, 161, 127 и 153-я дивизии Западного направления получили наименование 1, 2, 3 и 4-й гвардейских стрелковых дивизий.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#18_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0_89-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-18,,russia,leningrad,,,,"Войска Ленинградского фронта остановили наступление противника на рубеже Лигово, Нижнее Кайрово, Пулково.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#18_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0_89-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-18,,ukraine,kiev,kiev,,,"Наступление на Ромны с востока вслед за 2-м кавалерийским корпусом начала 129-я танковая бригада. Удар 5-й армии направлялся на Лохвицу. 26-й армии предстояло выходить через Лубны. Не имея связи с фронтом, войска 37-й армии продолжали упорную борьбу за Киев. Вскоре связь была потеряна и со штабами остальных армий. :: Командующий фронтом М. П. Кирпонос принял решение отходить вместе с отступавшими частями на восток. В Пирятине при переправе через реку Удай группа штаба Юго-Западного фронта вместе с 289-й стрелковой дивизией подверглась ударам вражеской авиации и понесла большой урон. К утру 18 сентября в районе Городище удалось собрать около 3 тысяч бойцов и командиров и объединить их в несколько отрядов.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#18_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0_89-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-18,,ukraine,kiev,kiev,,,"По приказу Ставки ВГК взорваны корабли Пинской военной флотилии, участвовавшие в обороне Киева.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#18_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0_89-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-18,,russia,moscow,moscow,,Совинформбюро,Ожесточённые бои под Киевом :: Жульничество гитлеровцев,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#18_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0_89-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-19,1943-09-22,ukraine,poltava,poltava,,Оккупация Полтавы,"В соответствии с планами колонизации «восточного пространства», по распоряжению немецких оккупационных властей количество школ в городе было сокращено с 37 до 2, а количество учащихся уменьшено с 18259 до 150. В городе действует подпольный обком под руководством С. Ф. Кондратенко.",,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D1%82%D0%B0%D0%B2%D0%B0#1918.E2.80.941991
1941-09-19,,,,,,,37-я армия оставила Киев и начала пробиваться из окружения. Военный совет и штаб Юго-Западного фронта под прикрытием отдельных частей 289-й стрелковой дивизии продолжали двигаться на восток в направлении Сенчи.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#19_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._90-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-19,,,,,,Франц Гальдер,"Восточнее Киева создано три котла, которые блокированы нашими крупными силами. Танковая группа Гудериана постепенно выводится из района боевых действий и уже может начать перегруппировку для выполнения новой задачи.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#19_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._90-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-19,,,,,,,Немецкая 17-я армия с ходу заняла Полтаву.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#19_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._90-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-19,,russia,moscow,moscow,,Совинформбюро,В течение 19 сентября наши войска вели бои с противником на всём фронте и особенно ожесточённые под Киевом.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#19_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._90-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-20,1942-04-29,russia,leningrad,dubrovka,,Невский пятачок,"Плацдарм на левом (восточном) берегу Невы напротив Невской Дубровки, захваченного и удерживаемого советскими войсками Ленинградского фронта в ходе битвы за Ленинград.",,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D1%8F%D1%82%D0%B0%D1%87%D0%BE%D0%BA
1941-09-20,,russia,leningrad,dubrovka,,,"В ночь с 19 на 20 сентября началась операция по деблокаде Ленинграда со стороны Ленинградского фронта. Переправившиеся через Неву части 115-й стрелковой дивизии захватили плацдарм в районе Дубровки, прозванный вскоре «невский пятачок»).",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#20_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._91-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-20,,ukraine,,,,,"К утру отряд, которым командовал И. Х. Баграмян, с боями прорвался в район Сенчи. Следовавшие за отрядом штаб фронта был окружен противником у хутора Дрюковщина, Сенчанского района. В ходе боя осколком снаряда был смертельно ранен командующий фронтом М. П. Кирпонос. Незначительной части работников штаба удалось пробиться к реке Суле. :: Часть войск Юго-Западного фронта севернее Оржицы прорвала кольцо окружения и вышла на северо-восток. Наступление на Ромны с востока вслед за 2-м кавалерийским корпусом начала 1-я танковая бригада. :: С целью образования внешнего фронта окружения немецкие войска атаковали 40-ю армию от Путивля на Бурынь. 40-я армия начала отходить на рубеж Весёлое — Ворожба — Белополье — Терны, закрепившись к 26 сентября на этом рубеже. :: 38-я армия пыталась выбить немецкие части из Полтавы, но успеха не имела и стала отходить на восток. 20 сентября немецкая 295-я пехотная дивизия 17-й армии заняла Красноград.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#20_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._91-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-20,,ukraine,herson,,,,Войска 18-й и 9-й армий Южного фронта к 20 сентября отошли на фронт Днепровские плавни (к югу от Запорожья) — озеро Молочное и здесь задержали дальнейшее продвижение немецких войск. Попытка противника с ходу прорваться в Крым была сорвана 51-й Отдельной армией.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#20_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._91-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-20,,russia,moscow,moscow,,Совинформбюро,Гитлеровские обманщики скрывают свои потери,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#20_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._91-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-21,1941-09-24,russia,leningrad,,,,Немецкий 39-й мотокорпус наступает через Неву навстречу финским войскам.,остановлен и отброшен назад,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#21_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._92-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-21,,russia,leningrad,leningrad,,,"Ю-87 2-й эскадры пикирующих бомбардировщиков VIII авиакорпуса добились попадания в линкор «Октябрьская революция», находившийся в Морском канале. ",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#21_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._92-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-21,,ukraine,sumy,romny,,,Наступление на Ромны с востока вслед за 2-м кавалерийским корпусом начала 100-я стрелковая дивизия И. Н. Руссиянова.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#21_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._92-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-21,,russia,moscow,moscow,,Совинформбюро,"В течение 21 сентября наши войска вели бои с противником на всём фронте. После многодневных, ожесточённых боёв наши войска оставили Киев.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#21_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._92-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-22,,ukraine,odessa,,,,"Морской и парашютный десанты, высаженные кораблями и авиацией Черноморского флота в районе Григорьевки, нанесли по немецко-румынским войскам удар с тыла. В это же время части одесского гарнизона перешли в наступление с фронта. Румынские войска с большими потерями отступили на 5—8 километров к северо-востоку. Артиллерия, обстреливавшая Одессу, оказалась в руках советских войск.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#22_.D1.81.D0.B5.D0.BD.D1.82.D1.8F.D0.B1.D1.80.D1.8F_1941_.D0.B3.D0.BE.D0.B4.D0.B0._93-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-09-22,,ukraine,odessa,,,Григорьевский десант,"Первый морским десантом ВМФ СССР на Чёрном море. Тактический морской десант, высаженный Черноморским флотом в ночь на 22 сентября 1941 года на побережье Чёрного моря в районе деревни Григорьевка Коминтерновского района Одесской области для содействия контрудару оборонявшихся под Одессой советских войск. :: Победа советского десанта",,https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%B4%D0%B5%D1%81%D0%B0%D0%BD%D1%82
